obsid,paperid,pobsid,Authors,Preferred,CorrelationCoefficient,StandardError,Tstatistic,CorrectionFactor,CorrelationCoefficientCorrected,coeffmed,StandardErrorCorrected,TstatisticCorrected,Observations,DegreesofFreedom,NumberofCountries,YNCorrected,TaxType,Statutory,EATR,EMTR,ATR,CorpTaxStructure,CrossSection,IntraNational,USAonly,CountryFixedEffects,DataOECDCountries,DataNonOECDcountries,DataMixofCountries,NoGDPpercapita,OLS,PMG,SURE,GMM,IV,OtherEstimator,TacklingEndogeneity,JournalName,YearofPublication,JournalImpactFactor,ReviewedJournal,Citations,AuthorOECDaffiliation,TotalTaxRevenues,GovernmentSpending,NoOtherTaxVariables,LongRunExplicit,ShortRunExplicit,HorizonOther
369,36,5,Tomljanovic 2004,0,6.986,2.273,3.073471183,0.04950495,0.345841584,,0.112524752,3.073471183,1100,1063,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Contemporary Economic Policy,2004,1.087,1,110,0,0,1,0,1,0,0
370,36,6,Tomljanovic 2004,0,7.215,2.235,3.228187919,0.04950495,0.357178218,,0.110643564,3.228187919,1100,1090,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Contemporary Economic Policy,2004,1.087,1,110,0,0,1,0,1,0,0
371,37,1,Widmalm 2001,0,0.027,0.026213592,1.03,0.228235466,0.006162358,,0.005982871,1.03,108,96,23,1,TaxStructure,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Public Choice,2001,1.035,1,335,0,0,1,0,0,0,1
372,37,2,Widmalm 2001,1,0.009,0.023684211,0.38,0.228235466,0.002054119,0.002054119,0.005405577,0.38,110,99,23,1,TaxStructure,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Public Choice,2001,1.035,1,335,0,0,0,0,0,0,1
373,37,3,Widmalm 2001,0,0.001,0.02,0.05,0.228235466,0.000228235,,0.004564709,0.05,110,98,23,1,TaxStructure,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Public Choice,2001,1.035,1,335,0,0,0,0,0,0,1
374,37,4,Widmalm 2001,0,0.038,0.031147541,1.22,0.228235466,0.008672948,,0.007108974,1.22,102,90,23,1,TaxStructure,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Public Choice,2001,1.035,1,335,0,0,0,0,0,0,1
375,37,5,Widmalm 2001,1,0.017,0.027868852,0.61,0.228235466,0.003880003,,0.006360661,0.61,110,99,23,1,TaxStructure,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Public Choice,2001,1.035,1,335,0,0,0,0,0,0,1
376,37,6,Widmalm 2001,0,0.005,0.027777778,0.18,0.228235466,0.001141177,,0.006339874,0.18,110,98,23,1,TaxStructure,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Public Choice,2001,1.035,1,335,0,0,1,0,0,0,1
377,38,1,Xing 2012,0,-2.946,0.494,-5.963562753,0.022482014,-0.066232014,,0.011106115,-5.963562753,575,537,17,1,TaxStructure,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Economics Letters,2012,1.745,1,68,0,1,0,0,1,0,0
378,38,2,Xing 2012,0,-0.883,0.323,-2.73374613,0.022482014,-0.019851619,,0.007261691,-2.73374613,575,537,17,1,TaxStructure,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Economics Letters,2012,1.745,1,68,0,1,0,0,1,0,0
379,38,3,Xing 2012,1,-1.714,0.261,-6.567049808,0.022482014,-0.038534173,-0.038534173,0.005867806,-6.567049808,575,537,17,1,TaxStructure,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Economics Letters,2012,1.745,1,68,0,1,0,0,1,0,0
380,39,1,Acosta-Ormaechea and Yoo 2012,1,-0.005,0.023,-0.217391304,0.345992028,-0.00172996,,0.007957817,-0.217391304,1478,1332,69,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,IMF Working Paper,2012,0.0001,0,170,0,1,0,0,1,0,0
381,39,2,Acosta-Ormaechea and Yoo 2012,0,0.034,0.109,0.311926606,0.345992028,0.011763729,,0.037713131,0.311926606,1478,1332,69,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,IMF Working Paper,2012,0.0001,0,170,0,1,0,0,1,0,0
382,39,3,Acosta-Ormaechea and Yoo 2012,0,-0.054,0.025,-2.16,0.345992028,-0.01868357,,0.008649801,-2.16,1478,1332,69,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,IMF Working Paper,2012,0.0001,0,170,0,1,0,0,1,0,0
383,39,4,Acosta-Ormaechea and Yoo 2012,1,0.009,0.048,0.1875,0.224820144,0.002023381,,0.010791367,0.1875,722,646,34,1,TaxStructure,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,IMF Working Paper,2012,0.0001,0,170,0,1,0,0,1,0,0
384,39,5,Acosta-Ormaechea and Yoo 2012,1,-0.066,0.038,-1.736842105,0.388488314,-0.025640229,,0.014762556,-1.736842105,478,426,22,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,IMF Working Paper,2012,0.0001,0,170,0,1,0,0,1,0,0
385,39,6,Acosta-Ormaechea and Yoo 2012,1,-0.012,0.046,-0.260869565,0.533276451,-0.006399317,,0.024530717,-0.260869565,278,244,13,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,IMF Working Paper,2012,0.0001,0,170,0,1,0,0,1,0,0
386,39,7,Acosta-Ormaechea and Yoo 2012,0,-0.023,0.033,-0.696969697,0.345992028,-0.007957817,,0.011417737,-0.696969697,817,733,38,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,IMF Working Paper,2012,0.0001,0,170,0,1,0,0,1,0,0
387,39,8,Acosta-Ormaechea and Yoo 2012,0,-0.014,0.055,-0.254545455,0.224820144,-0.003147482,-0.003147482,0.012365108,-0.254545455,608,544,28,1,TaxStructure,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,IMF Working Paper,2012,0.0001,0,170,0,1,0,0,1,0,0
388,39,9,Acosta-Ormaechea and Yoo 2012,0,-0.084,0.039,-2.153846154,0.388488314,-0.032633018,,0.015151044,-2.153846154,357,317,16,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,IMF Working Paper,2012,0.0001,0,170,0,1,0,0,1,0,0
389,39,10,Acosta-Ormaechea and Yoo 2012,0,0.043,0.056,0.767857143,0.533276451,0.022930887,,0.029863481,0.767857143,154,132,7,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,IMF Working Paper,2012,0.0001,0,170,0,1,0,0,1,0,0
391,39,12,Acosta-Ormaechea and Yoo 2012,0,1.05,0.271,3.874538745,0.022482014,0.023606115,,0.006092626,3.874538745,780,731,21,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,IMF Working Paper,2012,0.0001,0,170,0,1,0,0,1,0,0
392,40,1,Denaux and Walden 2004,1,-1.565,0.383578431,-4.08,0.01,-0.01565,-0.01565,0.003835784,-4.08,1386,1275,1,1,Statutory,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Southern Business and Economic Journal,2004,0.0001,1,1,0,0,1,0,0,0,1
393,40,2,Denaux and Walden 2004,0,-1.957,0.500511509,-3.91,0.01,-0.01957,,0.005005115,-3.91,1287,1176,1,1,Statutory,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,Southern Business and Economic Journal,2004,0.0001,1,1,0,0,1,0,0,0,1
394,41,1,Drucker et al. 2017,0,-0.002,0.029,-0.068965517,0.233907186,-0.000467814,,0.006783308,-0.068965517,142,124,25,1,TaxStructure,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,mimeo,2017,0.0001,0,5,0,1,0,1,1,0,0
395,41,2,Drucker et al. 2017,1,-0.114,0.04,-2.85,0.233907186,-0.026665419,-0.026665419,0.009356287,-2.85,139,121,25,1,TaxStructure,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,mimeo,2017,0.0001,0,5,0,1,0,1,1,0,0
396,41,3,Drucker et al. 2017,1,-0.122,0.038,-3.210526316,0.233907186,-0.028536677,,0.008888473,-3.210526316,139,120,25,1,TaxStructure,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,mimeo,2017,0.0001,0,5,0,1,0,0,1,0,0
397,41,4,Drucker et al. 2017,0,-0.038,0.027,-1.407407407,0.233907186,-0.008888473,,0.006315494,-1.407407407,139,120,25,1,TaxStructure,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,mimeo,2017,0.0001,0,5,0,1,0,0,1,0,0
398,42,1,McNabb and LeMay-Boucher 2014,1,0.001,0.002,0.5,43.6452514,0.043645251,,0.087290503,0.5,1787,1690,88,1,TaxStructure,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,ICTD Working Paper,2014,0.0001,0,39,0,1,0,0,0,0,1
399,42,2,McNabb and LeMay-Boucher 2014,1,-0.002,0.001,-2,43.6452514,-0.087290503,,0.043645251,-2,1787,1690,88,1,TaxStructure,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,ICTD Working Paper,2014,0.0001,0,39,0,1,0,0,0,0,1
400,42,3,McNabb and LeMay-Boucher 2014,1,0.001,0.001,1,43.6452514,0.043645251,,0.043645251,1,1787,1690,88,1,TaxStructure,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,ICTD Working Paper,2014,0.0001,0,39,0,1,0,0,0,0,1
401,42,4,McNabb and LeMay-Boucher 2014,0,0.002,0.002,1,61.08287725,0.122165754,,0.122165754,1,356,324,23,1,TaxStructure,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,ICTD Working Paper,2014,0.0001,0,39,0,1,0,0,0,0,1
402,42,5,McNabb and LeMay-Boucher 2014,0,-0.002,0.001,-2,52.78716216,-0.105574324,,0.052787162,-2,519,484,26,1,TaxStructure,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,ICTD Working Paper,2014,0.0001,0,39,0,1,0,0,0,0,1
403,42,6,McNabb and LeMay-Boucher 2014,0,0.0005,0.003,0.166666667,33.84965338,0.016924827,0.016924827,0.10154896,0.166666667,872,829,34,1,TaxStructure,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,ICTD Working Paper,2014,0.0001,0,39,0,1,0,0,0,0,1
404,42,7,McNabb and LeMay-Boucher 2014,0,0.002,0.004,0.5,30.75787402,0.061515748,,0.123031496,0.5,750,713,28,1,TaxStructure,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,ICTD Working Paper,2014,0.0001,0,39,0,1,0,0,0,0,1
405,42,8,McNabb and LeMay-Boucher 2014,0,0.0037,0.0019,1.947368421,61.08287725,0.226006646,,0.116057467,1.947368421,365,333,23,1,TaxStructure,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,ICTD Working Paper,2014,0.0001,0,39,0,1,0,0,0,0,1
406,42,9,McNabb and LeMay-Boucher 2014,0,-0.002,0.001,-2,52.78716216,-0.105574324,,0.052787162,-2,519,484,26,1,TaxStructure,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,ICTD Working Paper,2014,0.0001,0,39,0,1,0,0,0,0,1
407,42,10,McNabb and LeMay-Boucher 2014,0,0.0002,0.001,0.2,33.84965338,0.006769931,,0.033849653,0.2,872,829,34,1,TaxStructure,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,ICTD Working Paper,2014,0.0001,0,39,0,1,0,0,0,0,1
408,42,11,McNabb and LeMay-Boucher 2014,0,0.0007,0.001,0.7,30.75787402,0.021530512,,0.030757874,0.7,750,713,28,1,TaxStructure,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,ICTD Working Paper,2014,0.0001,0,39,0,1,0,0,0,0,1
409,42,12,McNabb and LeMay-Boucher 2014,0,0.0013,0.002,0.65,43.6452514,0.056738827,,0.087290503,0.65,1594,1510,75,1,TaxStructure,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,ICTD Working Paper,2014,0.0001,0,39,0,1,0,0,0,0,1
410,42,13,McNabb and LeMay-Boucher 2014,0,-0.0007,0.0013,-0.538461538,43.6452514,-0.030551676,,0.056738827,-0.538461538,1594,1510,75,1,TaxStructure,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,ICTD Working Paper,2014,0.0001,0,39,0,1,0,0,0,0,1
411,42,14,McNabb and LeMay-Boucher 2014,0,-0.0016,0.001,-1.6,52.78716216,-0.084459459,,0.052787162,-1.6,401,372,20,1,TaxStructure,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,ICTD Working Paper,2014,0.0001,0,39,0,1,0,0,0,0,1
412,42,15,McNabb and LeMay-Boucher 2014,0,0.0019,0.003,0.633333333,33.84965338,0.064314341,,0.10154896,0.633333333,837,796,32,1,TaxStructure,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,ICTD Working Paper,2014,0.0001,0,39,0,1,0,0,0,0,1
413,42,16,McNabb and LeMay-Boucher 2014,0,-0.0019,0.001,-1.9,52.78716216,-0.100295608,,0.052787162,-1.9,401,372,20,1,TaxStructure,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,ICTD Working Paper,2014,0.0001,0,39,0,1,0,0,0,0,1
414,42,17,McNabb and LeMay-Boucher 2014,0,0.0003,0.0007,0.428571429,33.84965338,0.010154896,,0.023694757,0.428571429,837,796,32,1,TaxStructure,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,ICTD Working Paper,2014,0.0001,0,39,0,1,0,0,0,0,1
415,43,1,McNabb 2018,1,0.046,0.031,1.483870968,0.348772321,0.016043527,0.016043527,0.010811942,1.483870968,1804,1695,68,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Journal of International Development,2018,1.225,1,29,0,1,0,0,1,0,0
416,43,2,McNabb 2018,1,0.163,0.052,3.134615385,0.259551495,0.042306894,,0.013496678,3.134615385,1033,956,36,1,TaxStructure,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Journal of International Development,2018,1.225,1,29,0,1,0,0,1,0,0
417,43,3,McNabb 2018,1,-0.056,0.056,-1,0.431629834,-0.024171271,,0.024171271,-1,377,320,16,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Journal of International Development,2018,1.225,1,29,0,1,0,0,1,0,0
418,43,4,McNabb 2018,0,0.146,0.039,3.743589744,0.348772321,0.050920759,,0.013602121,3.743589744,1278,1189,48,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Journal of International Development,2018,1.225,1,29,0,1,0,0,1,0,0
419,43,5,McNabb 2018,0,-0.077,0.053,-1.452830189,0.348772321,-0.026855469,,0.018484933,-1.452830189,457,348,68,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,Journal of International Development,2018,1.225,1,29,0,1,0,0,1,0,0
420,43,6,McNabb 2018,0,0.048,0.03,1.6,0.348772321,0.016741071,,0.01046317,1.6,1804,1695,68,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Journal of International Development,2018,1.225,1,29,0,1,0,0,1,0,0
421,43,7,McNabb 2018,0,-0.005,0.023,-0.217391304,0.348772321,-0.001743862,,0.008021763,-0.217391304,1800,1691,68,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Journal of International Development,2018,1.225,1,29,0,1,0,0,1,0,0
422,44,1,Ten Kate and Milionis 2019,0,1.325,0.5,2.65,0.015625,0.020703125,,0.0078125,2.65,395,304,76,1,ATR,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,0,0,1,1,0,0
423,44,2,Ten Kate and Milionis 2019,1,0.532,0.169,3.147928994,0.057025547,0.030337591,,0.009637318,3.147928994,395,303,76,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
424,44,3,Ten Kate and Milionis 2019,0,0.0453,0.115,0.393913043,0.2,0.00906,,0.023,0.393913043,232,178,38,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
425,44,4,Ten Kate and Milionis 2019,0,0.578,0.222,2.603603604,0.102564103,0.059282051,,0.022769231,2.603603604,168,114,38,1,EMTR,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
426,44,5,Ten Kate and Milionis 2019,0,0.638,0.206,3.097087379,0.057025547,0.036382299,,0.011747263,3.097087379,207,168,23,1,TaxStructure,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
427,44,6,Ten Kate and Milionis 2019,0,-0.739,0.4018221,-1.839122338,0.057025547,-0.04214188,,0.022914125,-1.839122338,207,168,23,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
428,44,7,Ten Kate and Milionis 2019,0,0.728,0.13,5.6,0.057025547,0.041514599,,0.007413321,5.6,395,303,76,1,TaxStructure,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
429,44,8,Ten Kate and Milionis 2019,0,-0.1,0.241900806,-0.413392587,0.057025547,-0.005702555,,0.013794526,-0.413392587,395,303,76,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
430,44,9,Ten Kate and Milionis 2019,0,0.646,0.168,3.845238095,0.057025547,0.036838504,0.036838504,0.009580292,3.845238095,395,303,76,1,TaxStructure,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
431,44,10,Ten Kate and Milionis 2019,0,1.303,0.324,4.021604938,0.057025547,0.074304288,,0.018476277,4.021604938,319,228,75,1,TaxStructure,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
432,44,11,Ten Kate and Milionis 2019,0,0.166,0.492561671,0.337013636,0.057025547,0.009466241,,0.028088599,0.337013636,319,228,75,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
433,44,12,Ten Kate and Milionis 2019,0,0.658,0.175,3.76,0.057025547,0.03752281,,0.009979471,3.76,395,303,76,1,TaxStructure,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
434,44,13,Ten Kate and Milionis 2019,0,0.022,0.300268213,0.073267829,0.057025547,0.001254562,,0.017122959,0.073267829,395,303,76,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
435,44,14,Ten Kate and Milionis 2019,0,0.17,0.0273,6.227106227,0.285127737,0.048471715,,0.007783987,6.227106227,1983,1901,60,1,TaxStructure,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
436,44,15,Ten Kate and Milionis 2019,0,0.1133,0.040047222,2.829160026,0.285127737,0.032304973,,0.011418574,2.829160026,1983,1901,60,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
437,44,16,Ten Kate and Milionis 2019,0,2.645,0.449,5.890868597,0.285127737,0.754162865,,0.128022354,5.890868597,1923,1910,60,1,TaxStructure,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
438,44,17,Ten Kate and Milionis 2019,0,2.035,0.616871137,3.298906169,0.285127737,0.580234945,,0.175887072,3.298906169,1923,1910,60,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
439,44,18,Ten Kate and Milionis 2019,1,1.839,0.187,9.834224599,0.285127737,0.524349909,,0.053318887,9.834224599,1923,1910,60,1,TaxStructure,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
440,44,19,Ten Kate and Milionis 2019,1,0.787,0.21544837,3.652847321,0.285127737,0.224395529,,0.061430306,3.652847321,1923,1910,60,1,TaxStructure,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
441,44,20,Ten Kate and Milionis 2019,-1,0.228,0.032,7.125,0.285127737,0.065009124,,0.009124088,7.125,1923,1910,60,1,TaxStructure,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,0,1,0
442,44,21,Ten Kate and Milionis 2019,-1,0.084,0.043658791,1.92401115,0.285127737,0.02395073,,0.012448332,1.92401115,1923,1910,60,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,0,1,0
443,44,22,Ten Kate and Milionis 2019,-1,0.142,0.0605,2.347107438,0.285127737,0.040488139,,0.017250228,2.347107438,1923,1910,60,1,TaxStructure,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,0,1,0
444,44,23,Ten Kate and Milionis 2019,-1,0.0475,0.087129444,0.54516588,0.285127737,0.013543568,,0.024843021,0.54516588,1923,1910,60,1,TaxStructure,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,0,1,0
445,44,24,Ten Kate and Milionis 2019,0,0.772,0.199,3.879396985,0.057025547,0.044023723,,0.011348084,3.879396985,364,273,74,1,TaxStructure,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
446,44,25,Ten Kate and Milionis 2019,0,-0.145,0.363341437,-0.399073668,0.057025547,-0.008268704,,0.020719744,-0.399073668,364,273,74,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,1,1,0,0
447,44,26,Ten Kate and Milionis 2019,0,0.706,0.147,4.802721088,0.057025547,0.040260036,,0.008382755,4.802721088,391,299,75,1,TaxStructure,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,0,1,0,0
448,44,27,Ten Kate and Milionis 2019,0,-0.117,0.260449611,-0.44922317,0.057025547,-0.006671989,,0.014852282,-0.44922317,391,299,75,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,0,1,0,0
449,44,28,Ten Kate and Milionis 2019,0,0.752,0.134,5.611940299,0.057025547,0.042883212,,0.007641423,5.611940299,395,302,76,1,TaxStructure,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,0,1,0,0
450,44,29,Ten Kate and Milionis 2019,0,-0.095,0.241571935,-0.393257602,0.057025547,-0.005417427,,0.013775772,-0.393257602,395,302,76,1,TaxStructure,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,International Tax and Public Finance,2019,0.925,1,8,0,1,0,0,1,0,0
